Gene_ID,LSK_1,LSK_2,LSK_3,LSK_4,LSK_5,LSK_6,LSK_7,LSK_8,GMP_1,MEP-1
Syf2,780.8,523.8,1074.4,699.3,1113.9,947.3,1065.9,964.4,915.2,1105.6
BC004004,744.1,620.3,768.3,896.9,775.1,688.0,748.4,818.0,887.5,720.5
Agpat2,560.4,322.1,394.8,428.4,402.9,404.7,381.2,305.2,351.1,277.3
Wsb1,681.8,815.5,685.1,620.5,768.4,699.9,628.5,611.7,788.0,709.0
Cggbp1,1209.5,1068.1,1022.6,926.0,992.5,1001.5,1248.5,842.4,973.4,1025.1
Ppp1r14b,2327.2,1691.6,2067.4,1741.4,1891.6,1852.3,2166.5,1412.0,1570.0,1404.4
Cnot3,425.6,378.4,593.6,534.9,441.6,470.9,466.4,742.2,831.3,787.3
Slc7a5,308.3,909.8,146.1,270.9,170.8,351.6,144.2,223.5,288.2,293.1
Sarnp,1722.9,977.0,1957.3,1469.1,1543.4,1661.3,2354.7,1027.7,1187.1,1041.6
Gadd45b,97.0,96.5,151.6,149.3,120.1,127.0,159.2,210.3,305.1,151.6
Mcm3ap,427.7,411.0,391.1,304.1,329.5,433.0,403.7,343.4,362.6,341.9
Adam8,1.0,9.8,8.3,2.8,14.7,3.3,8.4,4.0,10.8,4.3
Ola1,979.9,943.4,1134.5,1031.0,920.5,963.6,1156.8,1100.8,1181.7,1006.4
Aup1,628.8,799.2,613.0,586.0,538.9,524.1,611.6,904.4,1075.5,870.0
Id1,1267.7,806.8,857.1,887.3,1037.9,654.3,902.0,300.6,227.3,200.4
Klrb1f,34.7,14.1,22.2,12.4,108.1,34.7,66.5,83.7,165.7,64.7
Nrd1,1155.4,1315.3,1319.4,1180.3,1056.5,1296.7,1553.9,925.5,762.3,894.4
Copb2,766.5,817.6,981.0,739.4,695.0,860.5,833.6,693.5,847.6,755.0
Atp6v1b2,298.0,309.0,257.0,266.7,330.8,339.6,246.3,315.1,688.6,352.0
Cand1,734.9,1155.9,782.2,790.5,697.7,919.1,680.0,1131.8,846.2,965.5
Wasf2,1415.7,1415.1,1535.7,863.8,1474.1,1484.4,1631.6,1032.9,1114.1,1063.9
Fos,82.7,125.8,208.0,290.2,334.8,280.0,282.9,905.1,1365.0,1018.7
Nufip2,813.5,674.5,1052.2,1090.4,977.8,1011.3,1014.4,798.3,780.6,747.8
Gpr141,7.1,3.3,10.2,4.1,69.4,21.7,19.7,9.9,205.6,31.6
Adgrg3,591.0,545.4,508.5,518.3,661.7,600.1,447.7,950.5,1428.6,1206.9
Zc3h15,1342.2,1311.0,1604.1,1219.0,1097.9,1343.3,1605.4,1100.2,1051.2,1068.2
Nudcd2,1262.6,661.5,1305.5,1082.1,1251.3,1303.2,1580.1,995.4,1149.9,1046.7
Kcmf1,738.0,493.4,682.3,574.9,652.3,572.9,622.9,622.3,614.9,688.9
Plk1,374.6,405.6,401.3,475.4,278.8,462.3,310.0,533.3,453.2,449.0
Trim27,1117.7,1368.5,1161.3,1347.5,940.5,1298.9,790.5,1365.8,1241.2,1178.1
Eif4g1,2015.9,3545.9,1746.5,2175.3,1467.4,2565.2,1662.5,2530.6,2690.1,2932.4
Nfyb,491.0,465.2,629.6,516.9,557.6,591.4,647.2,402.8,392.3,491.4
S100a4,1224.8,2701.2,932.0,1039.3,983.2,541.5,1388.1,1949.9,505.3,1167.4
Neu1,119.4,113.9,68.4,85.7,102.7,109.6,83.4,81.7,238.1,74.7
Acat1,1426.9,896.8,1359.1,1227.3,1494.1,1199.0,1705.6,897.8,732.6,849.8
Tmsb10,218.4,234.2,239.5,281.9,240.1,191.0,253.8,416.6,358.5,405.2
Parl,695.1,712.4,691.6,604.0,613.6,563.2,741.8,644.7,710.2,645.1
Gm11942,359.3,332.9,405.0,373.2,453.6,344.0,412.1,642.0,627.0,681.7
Sun2,106.2,288.4,93.4,139.6,94.7,103.1,46.8,250.5,505.3,244.2
Dnmt1,1962.8,2310.8,2162.6,2356.4,1448.7,2118.1,2096.2,1511.5,1607.9,1839.0
Lair1,183.7,206.0,153.5,136.8,130.7,136.7,111.5,138.4,83.9,77.6
Ap2m1,935.0,626.8,960.6,601.2,888.4,1087.3,898.2,940.0,926.7,940.4
Hmgcl,384.8,336.2,377.2,434.0,414.9,380.9,414.9,282.1,365.3,306.7
Cops2,691.0,480.4,755.4,496.2,735.0,691.2,677.2,584.7,533.7,571.1
Ptpn2,536.9,394.7,615.8,503.1,474.9,517.6,589.2,415.3,481.6,410.9
Akirin2,370.5,481.5,422.5,388.4,478.9,441.6,468.3,370.5,397.1,417.4
Cct7,805.3,761.2,876.5,771.2,641.7,756.3,769.0,838.5,956.5,940.4
Fkbp3,2332.3,1585.4,2826.4,2490.4,1923.6,2735.5,2826.8,1560.3,1438.8,1399.4
Scp2,401.1,197.4,478.0,363.5,468.2,414.5,474.9,253.8,356.5,298.1
Caprin1,1494.3,1406.4,1542.2,1532.7,1514.1,1609.2,1318.8,1318.4,1258.8,1301.0
Ociad1,1409.6,1059.4,1374.9,1359.9,1274.0,1151.3,1331.9,1305.2,1156.7,1258.6
Ccdc58,326.6,238.6,332.8,478.2,366.9,255.0,385.0,299.3,263.8,265.1
Zranb2,2332.3,1566.9,2323.5,1391.7,1859.6,2000.9,3253.9,1811.4,1848.7,2048.1
Ndfip1,476.7,312.3,493.7,353.8,521.6,417.8,472.1,456.8,460.6,431.7
Spcs3,991.1,695.1,1007.8,1006.1,921.8,862.7,918.8,767.3,1061.3,1027.3
Chst12,181.7,158.3,140.5,168.6,210.8,168.2,148.9,227.4,430.9,297.4
Rab10,1339.2,837.1,890.4,740.8,907.1,933.2,1591.4,1180.6,1112.0,1338.3
Rpia,585.9,1002.0,552.9,667.5,573.6,500.2,557.3,765.3,1108.0,798.8
Lmnb1,1464.7,1234.0,2074.8,1740.0,1403.4,1811.0,1575.4,1848.4,1305.5,1743.5
Dmac1,695.1,504.2,654.6,615.0,785.7,519.8,768.0,688.2,721.7,690.4
Phf5a,1372.8,1231.9,1087.3,1180.3,969.8,927.8,1375.0,1067.9,1100.5,972.0
Sipa1,550.2,623.5,475.2,434.0,417.5,551.2,526.4,1005.3,827.3,1083.3
Arpc5l,853.3,792.7,870.0,845.8,792.4,701.0,824.2,681.6,725.1,658.7
Magt1,872.7,2033.2,999.5,877.6,901.8,881.1,975.0,714.6,1084.3,818.2
Stfa2l1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spc24,1269.8,953.2,1218.6,1112.5,1196.6,1059.1,1242.0,1024.4,813.1,862.0
Sf3a3,2106.7,1243.8,2146.9,1610.1,1642.2,2043.2,2168.3,1757.4,1651.8,1644.4
Actr10,466.5,533.5,563.1,424.3,489.6,426.4,476.8,493.1,464.0,512.9
Arrb2,368.5,481.5,265.4,273.6,298.8,325.5,258.5,359.9,478.2,454.0
Gm42725,85.7,52.1,84.1,103.7,89.4,39.1,95.5,131.8,100.1,73.3
Mvb12a,684.9,780.8,608.4,545.9,632.3,466.6,651.0,723.1,822.5,686.8
Tmx1,1097.3,1042.1,1101.2,650.9,1060.5,1092.7,1260.7,1264.3,1261.5,1289.5
Oip5os1,1017.6,1219.9,1212.1,1189.9,1225.9,1327.1,1337.5,860.2,971.3,1148.0
Mta2,645.1,865.3,448.4,492.0,454.9,587.0,377.5,944.6,945.6,1058.2
Tacc1,1425.9,1382.6,1810.3,2103.5,1375.4,1506.1,1560.5,1392.9,1667.4,1553.1
Bnip3,88.8,67.2,96.2,56.7,106.7,69.4,94.6,48.1,53.4,48.1
Phax,1926.1,633.3,2328.1,1389.0,1738.2,1851.2,2261.1,1332.2,1201.3,1225.5
Lasp1,330.7,862.1,242.2,434.0,298.8,377.6,187.3,393.5,464.7,367.1
Derl1,502.2,609.4,733.2,673.1,577.6,701.0,594.8,648.6,818.5,672.4
Mknk2,722.7,1480.2,365.2,1108.4,488.2,1042.8,330.6,1184.6,986.2,1301.0
Nfu1,596.1,438.1,575.1,648.2,577.6,607.7,745.6,721.8,807.0,704.7
Srsf9,795.1,737.4,929.2,939.8,935.1,731.4,951.6,764.7,752.2,677.4
Mrpl28,1070.7,977.0,1034.6,762.9,973.8,940.8,1018.1,812.8,867.2,813.9
U2af1,1121.7,1201.5,1238.0,1279.8,1051.2,880.0,1230.8,1310.5,1394.1,1211.2
Tnrc6b,879.8,994.4,783.1,935.6,737.7,819.2,1094.9,745.5,922.0,928.1
Rbpj,225.6,273.3,368.9,269.5,252.1,359.2,370.0,237.3,271.2,357.0
Cap1,384.8,117.1,289.4,330.3,246.8,385.2,503.9,267.0,283.4,393.7
Sumo3,1695.4,1189.6,1762.3,1167.8,1344.7,1480.1,1547.3,1423.8,1598.4,1427.4
Sqor,47.0,34.7,42.5,45.6,64.0,29.3,34.7,21.1,142.7,9.3
Rsrc1,624.7,475.0,794.2,545.9,624.3,782.4,933.8,614.4,629.8,693.2
Vmp1,801.2,309.0,1137.2,945.3,1240.6,1078.6,1232.6,1541.8,1199.3,1261.5
Dctn6,547.1,321.0,581.6,591.5,476.2,494.8,636.9,507.6,659.5,492.1
Dgat2,3.1,8.7,1.8,12.4,14.7,4.3,1.9,7.9,106.9,3.6
Snrnp40,655.3,489.1,667.5,667.5,728.4,580.5,708.1,516.8,547.9,446.1
Fbxl5,155.1,97.6,125.7,124.4,133.4,161.7,176.1,98.9,117.7,117.1
Dcaf12,334.8,414.2,335.6,432.6,384.2,332.0,283.8,415.3,433.6,378.6
Topbp1,1667.8,959.7,1413.7,1138.8,1217.9,1306.5,1459.3,1050.1,1219.6,1275.1
Reps1,599.2,441.3,581.6,566.6,603.0,654.3,560.1,641.4,543.2,541.7
Mrpl15,1153.4,795.9,1123.4,1097.3,960.5,973.3,1340.3,989.4,979.5,994.2
Slk,1655.6,1378.2,1781.7,1617.0,1640.8,1887.0,1510.8,1368.5,1496.3,1561.0
Mrpl20,1961.8,1473.7,2127.5,1816.0,1756.9,1790.4,2096.2,1756.7,1931.2,1783.7
Smchd1,2178.2,1124.5,2622.1,1658.5,1866.3,2270.0,2704.1,1439.7,1333.9,1525.8
Asf1b,622.6,295.0,514.1,416.0,596.3,479.6,562.9,482.5,586.5,609.2
Rrp1b,857.4,910.9,1005.0,662.0,596.3,792.1,891.7,898.5,1086.3,881.4
Glmp,284.8,224.5,304.2,264.0,289.5,284.3,296.0,331.6,432.9,293.1
Pxn,180.7,556.3,134.1,222.5,214.8,230.0,147.1,396.8,481.6,444.0
Lyn,312.3,314.5,331.9,351.0,361.5,400.4,359.7,360.6,459.3,466.2
Brd4,804.3,2054.9,760.0,931.5,567.0,733.5,690.3,1211.6,1145.9,1267.2
Tnrc6a,752.3,1237.3,920.9,982.6,751.0,835.5,900.1,955.2,927.4,1039.5
Fam32a,1140.1,919.6,1193.6,1084.9,996.5,1040.6,1045.3,819.4,946.3,961.9
Eif3d,843.1,1113.7,812.7,771.2,773.7,774.8,721.2,1118.0,1175.0,1167.4
Akap9,1116.6,1375.0,1454.4,1137.4,1137.9,1258.7,1478.0,1069.2,923.3,1145.8
Drg1,1145.2,909.8,968.0,906.6,927.1,830.1,1101.5,1185.9,1446.9,1329.0
Bod1l,751.2,1281.7,973.6,960.5,783.1,1017.8,904.8,839.8,837.4,887.9
Hmgb3,1429.0,1192.8,1741.0,1248.0,1443.4,1601.6,1802.1,1323.0,1125.6,2084.7
Reep5,708.4,793.8,590.8,551.4,649.7,537.1,597.6,775.2,919.9,699.7
Casp3,1159.5,991.1,1002.2,785.0,1080.5,818.2,958.2,665.8,533.0,573.3
Jmjd6,529.7,610.5,599.1,551.4,581.6,565.3,686.6,716.5,618.3,716.9
Nupr1,76.6,39.0,160.9,120.2,61.4,140.0,192.0,48.1,9.5,14.4
Cwc15,908.4,694.0,877.4,932.9,847.1,768.2,1134.3,752.1,864.5,772.3
Glrx5,1407.5,996.5,1280.5,1042.1,1195.3,1099.2,1635.4,1019.1,1262.2,1116.4
Med21,457.3,301.5,467.8,590.1,497.6,354.8,516.1,340.1,652.1,283.0
Hcls1,609.4,947.7,615.8,612.2,587.0,615.2,438.4,1046.1,826.6,921.7
Map2k2,1240.2,1660.2,1194.6,1187.2,1123.2,1243.5,1309.4,1599.8,1417.8,1517.9
Ccng1,715.5,540.0,728.6,648.2,1296.6,658.7,663.1,503.6,378.1,419.5
Picalm,337.9,434.8,361.5,330.3,438.9,358.1,407.4,344.1,271.2,316.8
Cd93,491.0,799.2,430.9,442.3,405.5,514.3,371.8,745.5,1314.3,775.8
Pop4,755.3,467.4,880.2,586.0,771.1,702.1,710.9,760.7,772.5,647.3
Git2,641.0,971.6,564.9,728.3,573.6,613.1,645.3,833.2,1060.6,925.3
Wdr61,1045.2,956.4,1242.6,1072.5,1024.5,960.3,1222.3,855.0,995.7,943.9
Ndufa9,822.7,901.1,909.8,780.9,893.8,708.6,799.9,1309.1,1358.9,1342.6
Golgb1,664.5,779.7,747.1,580.5,493.6,736.8,779.3,653.3,706.2,665.2
Hnrnpf,483.8,270.0,454.9,461.6,711.0,715.1,651.0,444.9,432.9,424.6
Chtop,854.3,681.0,944.9,727.0,799.1,891.9,888.9,984.8,796.8,896.5
Arl1,795.1,686.4,728.6,616.4,709.7,605.5,900.1,750.2,826.6,771.5
Aldoc,306.2,299.3,287.5,164.5,257.5,257.2,247.3,207.6,89.3,130.7
X1810058I24Rik,875.8,700.5,1041.1,890.0,971.2,1091.6,1397.5,1138.4,1051.8,1529.4
Myc,1094.2,374.1,589.9,534.9,821.7,653.2,997.5,686.9,1258.2,1001.4
Ddx1,1888.3,1285.0,2251.4,1600.4,1723.5,1693.8,1868.6,1537.9,1306.9,1371.4
Impdh2,1775.0,1774.0,1715.1,1488.5,1619.5,1485.5,1584.8,1427.8,1476.0,1446.8
Runx1,603.2,1010.6,607.4,732.5,716.4,818.2,781.2,720.5,1170.9,1059.6
Sdhb,1249.3,752.6,1226.9,1296.4,1173.9,1151.3,1260.7,1381.6,1340.0,1224.8
Ccnl2,731.8,585.6,720.2,590.1,816.4,670.6,604.1,516.8,544.5,556.0
Map2k4,534.8,571.5,442.9,326.2,420.2,354.8,414.0,342.1,451.9,327.6
Stmn1,2513.0,3639.2,2736.8,2262.4,2350.5,2088.8,2479.3,4255.7,3999.7,3345.5
Lsm6,1799.5,1943.2,1615.2,1484.3,1344.7,1306.5,1866.7,1394.2,1490.8,1430.3
Inhba,3.1,3.3,4.6,0.0,22.7,10.9,15.9,1.3,16.2,2.9
Copb1,783.9,631.1,741.5,461.6,769.7,693.4,814.9,597.9,658.8,647.3
Mlec,3270.3,3707.5,3743.6,2379.9,3352.3,3086.0,3342.9,3092.2,3290.8,3104.8
Prkcd,258.2,329.7,233.9,315.1,230.8,280.0,148.0,515.5,824.6,500.0
Snx4,869.6,647.4,883.0,644.0,845.8,830.1,855.2,769.3,911.1,807.5
Pcna,902.3,1028.0,961.6,681.3,920.5,770.4,951.6,959.8,875.3,882.9
Ddx24,852.3,953.2,1072.5,896.9,747.0,996.1,1183.9,1231.4,1195.9,1238.5
Slc1a5,1258.5,1500.8,970.8,1149.9,965.8,1226.2,710.9,1232.7,1516.5,1387.2
Nucb2,21.4,20.6,37.0,34.6,36.0,59.7,49.6,133.2,123.8,25.1
Apobec3,1310.6,1339.2,1404.4,1252.1,1267.3,1379.2,1423.7,2193.1,1606.5,1577.6
Acap1,689.0,947.7,525.2,626.1,441.6,646.7,426.2,974.3,727.2,961.9
Cab39,357.2,386.0,273.7,287.5,348.2,304.9,294.1,236.6,319.3,308.2
Hspa14,563.4,595.3,638.0,682.7,644.3,609.8,630.4,519.4,568.9,535.2
Cldnd1,630.8,326.4,701.8,417.4,636.3,594.6,783.0,283.4,299.0,290.2
Gm15459,440.9,576.9,426.2,453.3,380.2,399.3,276.3,1846.4,1872.3,1658.0
Plk4,1166.7,445.7,932.0,764.3,761.7,785.6,1340.3,864.2,1064.0,997.1
Shoc2,565.5,225.6,811.8,521.0,591.0,656.5,853.3,450.9,416.7,517.2
Babam1,754.3,824.1,730.4,579.1,673.7,597.9,556.4,785.7,967.3,808.2
Maea,738.0,480.4,640.7,675.8,492.2,634.8,398.1,626.9,595.9,579.0
Blvrb,297.0,335.1,335.6,346.9,394.9,324.4,346.6,203.0,185.3,285.9
Acaa2,520.6,499.9,479.9,443.6,349.5,382.0,455.2,568.9,904.4,683.9
Hnrnpab,2131.2,1435.7,2511.2,1933.5,1818.2,2200.6,2100.9,2073.1,1841.9,1897.2
Eif2a,1018.7,743.9,1152.0,1075.2,1080.5,824.7,1227.9,895.8,798.2,949.7
Smap1,456.3,368.7,601.0,555.6,587.0,633.7,777.4,458.8,506.6,621.4
Zfp207,1431.0,859.9,1858.4,1686.1,1602.1,1712.3,1595.1,1460.8,1482.7,1654.4
Rangap1,919.7,2361.8,919.0,856.9,731.0,993.9,635.0,1036.9,933.5,977.7
Pin1,938.0,687.5,994.8,818.2,733.7,843.1,954.4,919.6,1081.6,938.2
Atp6ap2,272.5,257.0,228.4,257.1,264.1,220.3,323.1,364.5,855.7,354.9
Pmaip1,39.8,32.5,41.6,38.7,90.7,47.7,50.6,54.1,178.6,69.0
Tuba1a,451.1,724.4,568.6,388.4,556.3,567.5,522.6,744.2,516.1,670.2
Atp2b1,732.9,742.8,847.8,639.9,713.7,646.7,823.3,575.5,549.9,531.6
Fubp1,2084.3,1146.2,2191.3,1618.4,1623.5,1624.4,2374.4,1239.3,1248.0,1440.3
Cbx1,2564.0,1623.3,2994.7,2440.7,2306.5,2459.9,3211.8,2035.6,1772.2,2294.5
Cdca2,613.4,608.3,760.0,626.1,572.3,594.6,453.3,708.6,746.1,682.5
Ilf2,1028.9,867.5,1385.0,884.5,1100.6,980.9,1152.1,643.4,767.7,668.1
Hectd1,1004.4,627.9,1147.4,892.8,1032.5,987.4,1154.9,992.7,978.8,1428.1
Spint1,0.0,3.3,0.0,0.0,1.3,0.0,1.9,1.3,0.7,0.0
Ndufs4,838.0,786.2,805.3,722.8,723.0,823.6,1044.4,842.4,867.2,826.8
Mrpl32,478.7,391.5,421.6,606.7,469.6,389.5,566.7,419.2,460.0,453.3
Abhd12,376.6,245.1,354.1,210.1,408.2,384.1,312.8,402.8,469.4,431.7
Ddx46,1547.4,1892.2,2090.5,1647.4,1475.4,1697.1,2087.8,1588.6,1630.9,1762.2
Clns1a,1367.7,995.5,1425.7,1138.8,1215.3,1165.4,1345.0,1045.5,1191.2,997.1
Naxe,768.6,850.2,870.0,699.3,755.0,647.8,780.2,601.2,611.5,557.5
Mpc2,795.1,714.6,790.5,646.8,812.4,694.5,941.3,656.5,899.0,530.9
Rps25,1511.7,1333.8,1517.2,2692.2,1587.5,1171.9,1520.2,832.5,955.1,869.2
S100a13,511.4,655.0,507.6,609.5,621.6,542.5,618.2,528.0,470.8,552.4
Sptbn1,1315.7,1266.6,1751.2,1869.9,1526.1,2237.5,2080.3,1044.8,1029.5,1403.0
Aaas,842.1,657.1,768.3,767.0,792.4,758.5,608.8,973.0,890.9,903.7
Ddx47,943.1,846.9,1226.0,894.2,981.8,965.7,1034.1,1104.8,931.4,1099.8
Gm7536,338.9,579.1,418.8,869.3,409.5,277.8,322.2,928.8,1102.6,854.1
Fmc1,1217.7,763.4,1259.3,1198.2,1272.6,1104.6,1354.4,1124.6,1398.8,1079.7
Cmtm6,543.0,300.4,407.7,362.1,442.9,508.9,445.8,412.0,359.2,331.9
Blmh,1055.4,1272.0,1301.8,996.5,1047.2,1197.9,1100.6,1108.1,1021.4,1067.5
Plppr3,161.3,328.6,103.6,150.6,120.1,141.1,68.4,222.1,1077.5,319.0
Mpp1,210.3,174.6,251.5,210.1,265.5,219.2,296.9,220.8,418.7,176.0
Pfkl,380.7,517.2,339.3,420.1,257.5,448.1,216.4,724.4,650.0,673.8
Idh3b,1166.7,996.5,1074.4,974.3,1097.9,924.5,980.7,973.0,1086.3,1016.5
Lrp10,267.4,540.0,140.5,389.7,229.4,360.3,105.8,494.4,468.1,463.4
Ube2f,414.4,391.5,466.0,493.4,425.5,320.1,451.5,474.6,568.2,407.3
Cdc123,1256.5,734.1,1098.4,1042.1,871.1,957.1,1557.6,1063.9,1114.1,1081.2
Rpl31.ps8,303.1,597.5,333.8,476.8,385.5,263.7,398.1,1176.0,1274.4,1278.7
Atg12,243.9,211.5,236.7,230.8,282.8,237.6,239.8,194.5,871.9,250.7
Bscl2,682.8,867.5,741.5,688.3,701.7,735.7,706.2,910.3,872.6,909.5
Vbp1,664.5,327.5,674.9,838.9,700.4,546.9,710.0,708.0,706.2,742.1
Lars,2005.7,1031.2,2677.6,1495.4,1430.0,2114.9,2490.5,1300.6,1176.3,1294.5
Pnrc1,832.9,413.1,741.5,913.5,1035.2,671.7,891.7,861.6,690.0,836.9
Tmem189,268.4,387.1,200.6,273.6,245.5,275.6,178.9,274.9,255.0,267.2
Emd,731.8,611.6,785.0,602.6,717.7,650.0,854.2,663.8,655.5,716.2
Lsm10,617.5,450.0,580.6,548.7,581.6,492.6,739.0,474.0,486.4,428.2
Txn2,1035.0,877.3,981.0,879.0,964.5,800.8,907.6,1313.1,1503.0,1213.3
Txnl4a,1022.7,691.8,1030.0,619.2,765.7,888.7,1028.4,988.8,869.9,912.3
Ddx39,1123.8,700.5,1162.2,1212.1,808.4,1094.9,1046.2,1015.8,1224.3,1135.0
N4bp1,548.1,612.7,586.2,428.4,474.9,566.4,526.4,391.6,529.0,409.5
Kif22,474.6,382.8,540.0,468.5,445.6,617.4,626.6,672.4,686.6,712.6
Pnpla2,265.4,354.6,249.6,222.5,304.2,307.1,181.7,582.7,700.1,567.5
Ehd1,119.4,221.2,129.4,171.4,113.4,151.9,100.2,255.1,276.7,245.7
Poldip3,458.3,795.9,355.0,496.2,378.9,572.9,284.7,406.7,476.2,493.5
Kctd20,368.5,545.4,399.4,378.7,477.6,380.9,314.7,344.8,662.2,354.2
Cfdp1,1144.2,1325.1,1293.5,1253.5,1184.6,1365.1,1705.6,1031.0,1024.8,1002.1
Fosl2,64.3,92.2,61.9,52.5,81.4,74.9,62.8,94.9,184.0,63.2
Xrn2,1803.6,1171.1,2160.7,1494.0,1582.1,2027.0,2430.6,1499.0,1639.7,1739.9
Ccz1,529.7,455.4,613.9,523.8,567.0,490.5,610.7,622.9,710.2,597.7
H2.DMa,579.8,469.5,504.8,592.9,448.2,342.9,406.5,759.4,411.9,487.1
Idh1,384.8,362.2,455.8,424.3,458.9,455.7,392.5,280.2,1737.7,468.4
Gm34680,41.8,36.9,19.4,23.5,57.4,19.5,53.4,154.2,29.8,80.5
Ppp3r1,477.7,315.6,516.8,413.2,549.6,561.0,592.0,829.9,839.4,885.8
Kdelr2,528.7,529.2,511.3,613.6,476.2,455.7,550.7,358.6,508.7,366.4
Cct2,1502.5,1174.4,1261.1,1728.9,1254.0,1098.1,1596.0,1131.2,1327.8,1237.8
Khdrbs1,1275.9,920.6,1006.9,978.5,971.2,950.5,1047.2,839.1,793.4,867.1
Prkag1,213.3,228.8,216.4,225.3,241.5,238.7,280.1,317.7,490.4,475.6
Tcirg1,188.8,312.3,146.1,232.2,216.1,229.0,116.1,428.5,545.9,400.9
Pbdc1,1247.3,922.8,1204.7,1149.9,1352.7,1394.3,1887.3,1214.2,1204.0,1150.1
Lyl1,982.9,1126.7,786.8,989.5,715.0,850.7,575.1,733.7,781.9,543.8
Rps13.ps2,430.7,562.8,482.6,718.7,536.3,363.5,453.3,1100.8,1368.4,991.4
Alkbh1,676.7,656.0,772.0,626.1,640.3,594.6,678.1,806.2,909.8,808.2
Pmf1,433.8,480.4,511.3,458.8,402.9,385.2,479.6,775.9,871.9,695.4
Ssbp4,697.1,812.2,704.5,667.5,587.0,779.1,536.7,1090.9,815.1,979.1
Taf15,1872.0,544.4,2126.5,1261.8,1796.9,1706.9,2336.9,1289.4,965.3,902.3
Kmt2d,614.5,485.8,648.1,727.0,640.3,865.9,605.1,791.0,890.9,750.7
H2.Eb1,3.1,0.0,0.0,8.3,12.0,2.2,4.7,40.2,3.4,37.4
Knstrn,772.7,557.4,797.0,649.6,707.0,588.1,685.6,621.6,695.4,581.2
Spty2d1,115.3,121.5,89.7,100.9,137.4,122.6,111.5,87.0,164.4,130.0
Agpat5,999.3,1185.2,971.7,1021.3,832.4,1021.1,1063.1,829.9,1263.6,922.4
Ccdc115,432.8,273.3,415.1,330.3,501.6,363.5,474.9,293.3,396.4,260.8
Hk1,324.6,675.6,404.0,489.2,268.1,514.3,298.8,628.2,587.8,687.5
Fam133b,801.2,1098.5,1029.1,851.3,876.4,818.2,1080.0,905.7,1055.9,972.0
Odf2,268.4,408.8,304.2,340.0,282.8,320.1,240.7,380.3,447.1,411.6
Setd5,690.0,1151.6,789.6,659.2,639.0,830.1,702.5,491.8,586.5,787.3
Ctbp1,1017.6,1169.0,721.2,1006.1,788.4,1041.7,646.3,1244.5,1172.9,1365.6
Clptm1l,613.4,656.0,586.2,617.8,484.2,626.1,525.5,608.4,742.7,584.0
Rpl36a.ps2,322.5,369.8,280.1,326.2,282.8,191.0,381.2,427.2,599.3,495.7
Mfsd10,922.7,772.1,676.8,845.8,729.7,625.0,482.4,957.1,1315.6,866.4
Ubl4a,559.3,560.6,592.7,492.0,488.2,488.3,675.3,539.9,549.9,604.2
Anapc11,542.0,621.3,563.1,514.1,583.0,467.7,600.4,741.6,825.9,814.6
Emc2,734.9,378.4,799.8,630.2,689.7,621.8,873.9,572.2,578.3,516.5
Sptlc2,592.0,444.6,536.3,485.1,565.6,515.4,489.9,475.3,715.7,418.1
Ypel3,410.3,385.0,365.2,413.2,601.6,466.6,434.6,677.0,408.6,528.7
Mff,774.7,542.2,935.7,923.2,1049.9,884.4,866.4,728.4,613.5,678.9
Pirb,4.1,15.2,3.7,1.4,22.7,4.3,0.9,18.5,13.5,6.5
Ergic1,643.0,660.4,615.8,624.7,581.6,639.1,503.9,827.9,849.6,695.4
Naaa,21.4,14.1,36.1,22.1,30.7,19.5,22.5,18.5,6.8,12.9
Adss,994.2,746.1,1211.2,1290.8,1327.3,1110.1,1183.0,874.1,949.0,870.0
Srpk1,1972.0,1431.4,2036.9,1379.3,1592.8,1700.3,2401.6,1125.2,1070.8,1211.2
Ppm1g,1345.3,2027.8,1271.3,1332.3,1013.8,1280.4,983.5,1606.4,1565.2,1557.4
Csnk2b,286.8,316.6,281.1,357.9,250.8,237.6,337.2,582.1,629.1,523.7
Abcd2,7.1,5.4,2.8,0.0,24.0,5.4,6.6,7.3,267.2,6.5
Txndc9,1062.5,761.2,1017.0,718.7,968.5,743.3,1088.4,795.6,845.5,796.7
Orc6,774.7,570.4,777.6,834.8,719.0,704.2,1034.1,449.6,506.0,498.6
Chd1,1250.4,730.9,1307.4,970.2,1007.2,1148.0,1433.1,806.8,773.8,954.7
Oxct1,2073.0,2429.0,2130.2,1525.8,1884.9,1727.5,1807.7,1939.3,1788.5,1839.8
Ctsa,327.6,278.7,266.3,298.5,288.1,301.7,228.5,315.7,418.7,296.7
Hopx,10.2,16.3,8.3,5.5,21.3,7.6,14.0,2.0,4.1,3.6
Dnttip2,1443.3,1213.4,1472.9,1086.3,1137.9,1305.4,1455.5,1000.0,974.7,1089.8
Mrpl19,782.9,529.2,881.1,565.3,688.3,635.9,807.4,663.1,727.8,622.1
Tmem43,383.8,319.9,268.1,288.8,486.9,353.7,290.4,398.1,612.8,312.5
Mogat2,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,21.6,0.0
Chic2,463.4,246.2,405.0,425.7,512.3,378.7,456.1,361.9,466.7,365.7
Gm9320,305.2,561.7,280.1,398.0,370.9,186.6,406.5,874.1,1037.0,1066.1
Mrpl42,2071.0,880.5,1830.7,1575.5,1596.8,1522.4,2056.9,1314.4,1480.0,1278.0
